source_pid,source_region_genre_id,source_position,source_pid_position,source_track_id,source_Track Name,source_Artist Name(s),source_audio_path,source_audio_relative_path,target_pid,target_region_genre_id,target_position,target_pid_position,target_track_id,target_Track Name,target_Artist Name(s),target_audio_path,target_audio_relative_path,label
22,western_focus,52,22_52,0kdLwKdb2rYq1WG8ASXllm,Noam,Lennart Altgenug,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\57. Noam.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\57. Noam.mp3",26,western_focus,72,26_72,4OVImwWsGcCMCv3oN8CATY,Landscaped bodies,Luca Bissette,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\72. Landscaped bodies.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\72. Landscaped bodies.mp3,0
22,western_focus,52,22_52,0kdLwKdb2rYq1WG8ASXllm,Noam,Lennart Altgenug,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\57. Noam.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\57. Noam.mp3",21,western_dj,50,21_50,116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),Bad Bunny;Drake,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\50. MIA (feat. Drake).mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\50. MIA (feat. Drake).mp3,0
22,western_focus,53,22_53,7E5wR2cxjUNzKVr5Qp7HJi,Nothing Else,Christopher Galovan,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\58. Nothing Else.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\58. Nothing Else.mp3",28,western_sleep,45,28_45,1AsfeQfofQlkyyWrgB6eDI,Sleeping City,Soothing Oasis,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\45. Sleeping City.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\45. Sleeping City.mp3,0
22,western_focus,53,22_53,7E5wR2cxjUNzKVr5Qp7HJi,Nothing Else,Christopher Galovan,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\58. Nothing Else.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\58. Nothing Else.mp3",27,western_sleep,88,27_88,6RMtC6AAvpG2eMLkaBH0dd,Tum Se - Lofi Flip,SPECRO;SKETCH;Jubin Nautiyal;Samuel - Akanksha,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\88. Tum Se - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\88. Tum Se - Lofi Flip.mp3,0
22,western_focus,54,22_54,65kQaNJjZhChnsIt7YQ9lw,Aria,Luis Berra,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\59. Aria.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\59. Aria.mp3",29,western_sleep,96,29_96,2bwXEjaecJaC8OY9V5D1v8,it's only a dream,ist;oversyncing,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\96. it's only a dream.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\96. it's only a dream.mp3,0
22,western_focus,54,22_54,65kQaNJjZhChnsIt7YQ9lw,Aria,Luis Berra,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\59. Aria.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\59. Aria.mp3",19,western_dj,45,19_45,2RhKxrhti1jd1Krzh968Cb,Intoxicated - Radio Edit,Martin Solveig;Good Times Ahead,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\38. Intoxicated - Radio Edit.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\38. Intoxicated - Radio Edit.mp3",0
22,western_focus,55,22_55,168mtDM5ovzsaR866g4WOI,Umbrellas,Koshun Nakao,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\60. Umbrellas.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\60. Umbrellas.mp3",27,western_sleep,23,27_23,7nsjBUVRQTUEvCReXAtVPi,Kesariya - Lofi Flip,VIBIE;Arijit Singh;Pritam;Bollywood Lofi,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\23. Kesariya - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\23. Kesariya - Lofi Flip.mp3,0
22,western_focus,55,22_55,168mtDM5ovzsaR866g4WOI,Umbrellas,Koshun Nakao,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\60. Umbrellas.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\60. Umbrellas.mp3",27,western_sleep,40,27_40,56NEBOZVI0GxY3kI542uAu,Tere Bina - Lofi Flip,Jay Kava,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\40. Tere Bina - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\40. Tere Bina - Lofi Flip.mp3,0
22,western_focus,56,22_56,2QjcsCdWsBU0eCbWyVDHBp,Hesitations,Adrien de la Salle;Francois Mathian,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\61. Hesitations.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\61. Hesitations.mp3",29,western_sleep,42,29_42,1II94BsIcbjaXjY2ua1Zjk,ignoring tomorrow,ist;Lofi.com,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\42. ignoring tomorrow.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\42. ignoring tomorrow.mp3,0
22,western_focus,56,22_56,2QjcsCdWsBU0eCbWyVDHBp,Hesitations,Adrien de la Salle;Francois Mathian,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\61. Hesitations.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\61. Hesitations.mp3",18,western_chill_lyrics,46,18_46,6786wQ6hLGYDqIcl0x2Nmk,Take A Drive,Rex Orange County,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\45. Take A Drive.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\45. Take A Drive.mp3,0
22,western_focus,57,22_57,748i6jdjm521pJYZ6meNkA,"Softly, We Begin",Kaela Black,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\62. Softly, We Begin.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\62. Softly, We Begin.mp3",27,western_sleep,60,27_60,36RUXg3A6mjjpBLl3sPFb5,Tere Bina - Lofi Flip,Jay Kava;Murtuza Khan;Qadir Khan;A.R. Rahman,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\60. Tere Bina - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\60. Tere Bina - Lofi Flip.mp3,0
22,western_focus,57,22_57,748i6jdjm521pJYZ6meNkA,"Softly, We Begin",Kaela Black,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\62. Softly, We Begin.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\62. Softly, We Begin.mp3",21,western_dj,46,21_46,11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),Lele Pons;Guaynaa,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\46. Se Te Nota (with Guaynaa).mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\46. Se Te Nota (with Guaynaa).mp3,0
22,western_focus,58,22_58,0M99oHV6ELut96YDBTw5W5,Poetry Without Words,Richard Goldsworthy,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\63. Poetry Without Words.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\63. Poetry Without Words.mp3",8,hindi_study,26,8_26,4jQkn21WCZ7g1NS2wMQeoi,Hasi - Lofi Flip,KSW;Ami Mishra;Bollywood Lofi,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\25. Hasi - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\25. Hasi - Lofi Flip.mp3,0
22,western_focus,58,22_58,0M99oHV6ELut96YDBTw5W5,Poetry Without Words,Richard Goldsworthy,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\63. Poetry Without Words.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\63. Poetry Without Words.mp3",29,western_sleep,29,29_29,4OFvxEiojVLoFDJvsULtY5,Broken,ist;Lofi.com,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\29. Broken.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\29. Broken.mp3,0
22,western_focus,59,22_59,1zCqe4ksicudrjdHcj6N5Y,Lifted From Loneliness,Rik Emmett;Alan Shoesmith,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\64. Lifted From Loneliness.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\64. Lifted From Loneliness.mp3",25,western_focus,46,25_46,3AYHI7qsr1lVLGieNgCpkf,Skyscraper,Sorai,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\74. Skyscraper.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\74. Skyscraper.mp3,0
22,western_focus,59,22_59,1zCqe4ksicudrjdHcj6N5Y,Lifted From Loneliness,Rik Emmett;Alan Shoesmith,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\64. Lifted From Loneliness.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\64. Lifted From Loneliness.mp3",16,western_chill_lyrics,10,16_10,1Vrs62N0t96yDyEnHEKfNX,For Two,APE;oliver.,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\10. For Two.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\10. For Two.mp3,0
22,western_focus,60,22_60,4L4dZvBvgPKJDanesGHAJo,"Murmurioù, Op. 16",Henri de Quengo,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\65. Murmurioù, Op. 16.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\65. Murmurioù, Op. 16.mp3",19,western_dj,22,19_22,0uozQLMcUNdbVHfwHqEE7I,Blame,Febration;Rivas,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\23. Blame.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\23. Blame.mp3",0
22,western_focus,60,22_60,4L4dZvBvgPKJDanesGHAJo,"Murmurioù, Op. 16",Henri de Quengo,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\65. Murmurioù, Op. 16.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\65. Murmurioù, Op. 16.mp3",20,western_dj,41,20_41,28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar;Parampara Tandon;Tanishk Bagchi,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\41. Muqabla (From _Street Dancer 3D_).mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\41. Muqabla (From _Street Dancer 3D_).mp3,0
22,western_focus,61,22_61,0TL6ltHxhuh1LBgcABJ7Ja,Gossamer,Kristian Kamp,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\66. Gossamer.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\66. Gossamer.mp3",20,western_dj,15,20_15,1H5tvpoApNDxvxDexoaAUo,Who Let The Dogs Out,Baha Men,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\15. Who Let The Dogs Out.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\15. Who Let The Dogs Out.mp3,0
22,western_focus,61,22_61,0TL6ltHxhuh1LBgcABJ7Ja,Gossamer,Kristian Kamp,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\66. Gossamer.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\66. Gossamer.mp3",18,western_chill_lyrics,70,18_70,01t6M8ZxGwlqVTdefA2Q4X,Goji,Serebii,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\80. Goji.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\80. Goji.mp3,0
22,western_focus,62,22_62,7bWHH83FZ2Mk0lJkG7WynM,Pure Hearts,Adrien de la Salle;Francois Mathian,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\67. Pure Hearts.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\67. Pure Hearts.mp3",25,western_focus,184,25_184,4GPggSBR3PNu6qTjDGNHLo,cirrus,Collinsworthy,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\73. Cirrus.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\73. Cirrus.mp3,0
22,western_focus,62,22_62,7bWHH83FZ2Mk0lJkG7WynM,Pure Hearts,Adrien de la Salle;Francois Mathian,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\67. Pure Hearts.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\67. Pure Hearts.mp3",15,western_chill_lyrics,109,15_109,3ir3Eoj0pi0vlhqunNSyK3,Featherweight,Fleet Foxes,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\48. Featherweight.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\48. Featherweight.mp3,0
22,western_focus,63,22_63,1KHsiSUsPFk6MP81URBBGB,Eternal,Rasmus H Thomsen,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\68. Eternal.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\68. Eternal.mp3",14,telugu_sleep,50,14_50,7kIkKzjeL1IVphTYYWIaQJ,Gala Gala Paruthunna,Mani Sharma;Nihal,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\telugu\sleep\Telugu 90s & 2000s love songs\84. Gala Gala Paruthunna.mp3,data\raw_playlist_songs_downloaded\telugu\sleep\Telugu 90s & 2000s love songs\84. Gala Gala Paruthunna.mp3,0
22,western_focus,63,22_63,1KHsiSUsPFk6MP81URBBGB,Eternal,Rasmus H Thomsen,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\68. Eternal.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\68. Eternal.mp3",28,western_sleep,11,28_11,4XYkH36IVadjm4iQe1lE1M,Ancient Oaks,Soothing Oasis,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\11. Ancient Oaks.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\11. Ancient Oaks.mp3,0
22,western_focus,64,22_64,5cnC6x1Kwi1zCUIqR78fXs,Autumn,Højsgaard,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\69. Autumn.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\69. Autumn.mp3",16,western_chill_lyrics,38,16_38,0tHhogPXLqetSE1Ad5hGvH,Rosanera,Tooker,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\78. Rosanera.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\78. Rosanera.mp3,0
22,western_focus,64,22_64,5cnC6x1Kwi1zCUIqR78fXs,Autumn,Højsgaard,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\69. Autumn.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\69. Autumn.mp3",7,hindi_study,43,7_43,0RGp4KA9wvndxqPIWoKwnD,Yalgaar,Ajey Nagar (CarryMinati);Wily Frenzy,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\50. Yalgaar.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\50. Yalgaar.mp3,0
22,western_focus,65,22_65,4vPX19GNpem968DxDNE7pq,Floating Leaves,Nicholas Bamberger,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\70. Floating Leaves.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\70. Floating Leaves.mp3",29,western_sleep,19,29_19,2o6aj8rX5BUeCZYLiWDv3b,Emptiness Still,No One Is Listening,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\19. Emptiness Still.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\19. Emptiness Still.mp3,0
22,western_focus,65,22_65,4vPX19GNpem968DxDNE7pq,Floating Leaves,Nicholas Bamberger,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\70. Floating Leaves.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\70. Floating Leaves.mp3",15,western_chill_lyrics,84,15_84,3W8tRjkiC0TQZuUq0wA5zI,Manly Man,Delacey;Emily Weisband,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\91. Manly Man.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\91. Manly Man.mp3,0
22,western_focus,66,22_66,7oBEBYzWFK3ZnmjGhOzFuq,Degas,Jürg Kindle,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\71. Degas.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\71. Degas.mp3",26,western_focus,63,26_63,5gSVyUJlLESVH6Rss6Qmn6,Fragile Lines,Hidden Piano,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\63. Fragile Lines.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\63. Fragile Lines.mp3,0
22,western_focus,66,22_66,7oBEBYzWFK3ZnmjGhOzFuq,Degas,Jürg Kindle,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\71. Degas.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\71. Degas.mp3",7,hindi_study,18,7_18,5zlB4HfyZ4C5EbgbHPkYIN,Mila Toh Marega,Ravindra Upadhyay;Vishvesh Parmar;Sandeep Patil,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\22. Mila Toh Marega.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\22. Mila Toh Marega.mp3,0
22,western_focus,67,22_67,6jBLBji3fLsnXTlc6QkUeu,Lost,Samuel Blackwood,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\72. Lost.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\72. Lost.mp3",20,western_dj,59,20_59,6XjJXPP3UiGtAQpYkD01c0,Chittiyaan Kalaiyaan,Meet Bros Anjjan;Kanika Kapoor;Kumaar,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\59. Chittiyaan Kalaiyaan.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\59. Chittiyaan Kalaiyaan.mp3,0
22,western_focus,67,22_67,6jBLBji3fLsnXTlc6QkUeu,Lost,Samuel Blackwood,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\72. Lost.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\72. Lost.mp3",28,western_sleep,31,28_31,2PGNEXdAX0dWyPZ7CFkQF1,Drifting Petals,Soothing Oasis,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\31. Drifting Petals.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\31. Drifting Petals.mp3,0
