source_clean_index,source_Track URI,source_Track Name,source_Artist Name(s),source_track_id,source_pid,source_region_genre_id,source_position,source_pid_position,source_audio_path,source_audio_relative_path,source_downloaded_title,source_downloaded_playlist_name,source_downloaded_position,source_position_matches,source_filename,source_has_audio,target_clean_index,target_Track URI,target_Track Name,target_Artist Name(s),target_track_id,target_pid,target_region_genre_id,target_position,target_pid_position,target_audio_path,target_audio_relative_path,target_downloaded_title,target_downloaded_playlist_name,target_downloaded_position,target_position_matches,target_filename,target_has_audio,label
,,lonely road,ist;dscpl.,0zuhTMtimOSO4E9t2xcq24,29,western_sleep,57,29_57,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\57. lonely road.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\57. lonely road.mp3,,,,,,,,,Thinking About You,Beck,5gTCp2dIRTLgJ8ZZllw0bR,15.0,western_chill_lyrics,123.0,15_123,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\61. Thinking About You.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\61. Thinking About You.mp3,,,,,,,0
,,Where the Stones Breathe,Muroki,3bQmC50CJvtOC52tGgCHXA,25,western_focus,42,25_42,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\65. Where the Stones Breathe.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\65. Where the Stones Breathe.mp3,,,,,,,,,Raabta,Pritam;Arijit Singh,6FjbAnaPRPwiP3sciEYctO,9.0,hindi_study,8.0,9_8,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\10. Raabta.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\10. Raabta.mp3,,,,,,,0
,,Calabria (feat. Lunis & Lujavo),Dance Fruits Music;DMNDS;dnvn;Lunis;Lujavo,3M89zvwwb1jtDUDKYNsdiA,19,western_dj,58,19_58,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\52. Calabria (feat. Lunis & Lujavo).mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\52. Calabria (feat. Lunis & Lujavo).mp3",,,,,,,,,Aaoge Tum Kabhi,The Local Train,5ivRSlOhVIXN2QMzqgsX0s,17.0,western_chill_lyrics,13.0,17_13,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\13. Aaoge Tum Kabhi.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\13. Aaoge Tum Kabhi.mp3,,,,,,,0
,,Rap God,Eminem,6or1bKJiZ06IlK0vFvY75k,20,western_dj,24,20_24,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\24. Rap God.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\24. Rap God.mp3,,,,,,,,,Middle,Febration,6LuDhpqmuIxxOohDg4qNzw,19.0,western_dj,41.0,19_41,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\36. Middle.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\36. Middle.mp3",,,,,,,0
,,Kuch Karne Ka,DIVINE;Karan Kanchan,4HisNsjVpJvU7ozK5UaF55,7,hindi_study,59,7_59,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\67. Kuch Karne Ka.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\67. Kuch Karne Ka.mp3,,,,,,,,,Élégie,Adrien de la Salle,1d90rfN1uJjxcV4dOYXq9d,22.0,western_focus,51.0,22_51,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\56. Élégie.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\56. Élégie.mp3",,,,,,,0
2364.0,spotify:track:5xBCuOtpJML24VN7FQJ5Kk,When We Fall,Selren,5xBCuOtpJML24VN7FQJ5Kk,23,western_focus,83,23_83,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\94. When We Fall.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\94. When We Fall.mp3,When We Fall,Deep Focus,94.0,False,94. When We Fall.mp3,True,2365.0,spotify:track:0R3nhKQ5OpdALI3HNp6AQ4,Release,Køsk Skriner,0R3nhKQ5OpdALI3HNp6AQ4,23.0,western_focus,84.0,23_84,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\95. Release.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\95. Release.mp3,Release,Deep Focus,95.0,False,95. Release.mp3,True,1
,,Raataan Lambiyan - Lofi Flip,Bhumik Raj;Jubin Nautiyal;Asees Kaur;Tanishk Bagchi,4sYhlBegTN5xUeWLIiUctQ,27,western_sleep,87,27_87,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\87. Raataan Lambiyan - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\87. Raataan Lambiyan - Lofi Flip.mp3,,,,,,,,,Transient,Audio Sculptor,20Y3tPUnJ5Pmkilgt0nXDb,25.0,western_focus,2.0,25_2,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\2. Transient.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\2. Transient.mp3,,,,,,,0
707.0,spotify:track:5Ocj680ji44AtRXvjPbfIp,Be Intehaan (Lofi Mix),Atif Aslam;Sunidhi Chauhan;Abhimanyu-Pragya,5Ocj680ji44AtRXvjPbfIp,8,hindi_study,69,8_69,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\68. Be Intehaan (Lofi Mix).mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\68. Be Intehaan (Lofi Mix).mp3,Be Intehaan (Lofi Mix),Study Music Hindi (Lofi Songs),68.0,False,68. Be Intehaan (Lofi Mix).mp3,True,708.0,spotify:track:2HKFoMC6jXuDwavUOdpuky,Pehli Nazar Mein (Lofi Mix),Atif Aslam;Shahraaz Khan,2HKFoMC6jXuDwavUOdpuky,8.0,hindi_study,70.0,8_70,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\69. Pehli Nazar Mein (Lofi Mix).mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\69. Pehli Nazar Mein (Lofi Mix).mp3,Pehli Nazar Mein (Lofi Mix),Study Music Hindi (Lofi Songs),69.0,False,69. Pehli Nazar Mein (Lofi Mix).mp3,True,1
2366.0,spotify:track:3r1sSvC4miDrE3AvDGGsXA,Nebula,Furomerald,3r1sSvC4miDrE3AvDGGsXA,23,western_focus,85,23_85,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\96. Nebula.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\96. Nebula.mp3,Nebula,Deep Focus,96.0,False,96. Nebula.mp3,True,2367.0,spotify:track:4Cxne7qIadWVsVZ5iZtQx4,Seasons,Topozia,4Cxne7qIadWVsVZ5iZtQx4,23.0,western_focus,86.0,23_86,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\97. Seasons.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\97. Seasons.mp3,Seasons,Deep Focus,97.0,False,97. Seasons.mp3,True,1
1463.0,spotify:track:5oSRxsQLjlg6tsSg0N7JYO,Re Manva,Shubham Kabra,5oSRxsQLjlg6tsSg0N7JYO,17,western_chill_lyrics,10,17_10,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\10. Re Manva.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\10. Re Manva.mp3,Re Manva,Indie 'n' Chill,10.0,True,10. Re Manva.mp3,True,1464.0,spotify:track:1v6g0O3B9MmLPW8jNKPSQg,Kya Kahein,Divyam Sodhi;Khwaab;Tanmay Maheshwari,1v6g0O3B9MmLPW8jNKPSQg,17.0,western_chill_lyrics,11.0,17_11,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\11. Kya Kahein.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\11. Kya Kahein.mp3,Kya Kahein,Indie 'n' Chill,11.0,True,11. Kya Kahein.mp3,True,1
,,Bandoleros,Don Omar;Tego Calderón,4BxzNZpcm1j3JczZzGNe2k,21,western_dj,81,21_81,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\81. Bandoleros.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\81. Bandoleros.mp3,,,,,,,,,Raftaarein,Vishal-Shekhar;Vishal Dadlani;Shekhar Ravjiani,3pjZQfBShK7O01QvtQwmcg,7.0,hindi_study,10.0,7_10,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\13. Raftaarein.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\13. Raftaarein.mp3,,,,,,,0
2086.0,spotify:track:6AFc1HY8XPYyDtxhY7Wde5,Into Stillness,Simon Gepertz,6AFc1HY8XPYyDtxhY7Wde5,22,western_focus,87,22_87,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\92. Into Stillness.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\92. Into Stillness.mp3",Into Stillness,"Calm Study _ Instrumentals for Focus, Work, Reading",92.0,False,92. Into Stillness.mp3,True,2087.0,spotify:track:5IyPEL0UNaofZGa8tSdWjg,into the woods,Holly Jones,5IyPEL0UNaofZGa8tSdWjg,22.0,western_focus,88.0,22_88,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\93. into the woods.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\93. into the woods.mp3",into the woods,"Calm Study _ Instrumentals for Focus, Work, Reading",93.0,False,93. into the woods.mp3,True,1
,,Light Shines From Darkness,Ana Rebekah;Richard Laurence,4FAO6yHDbF4wZnVqpzb5QI,22,western_focus,93,22_93,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\98. Light Shines From Darkness.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\98. Light Shines From Darkness.mp3",,,,,,,,,Act Of Courtesy,Arnar Egilsson,58muj8yjz6V4SUvPFWDQpD,23.0,western_focus,29.0,23_29,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\31. Act Of Courtesy.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\31. Act Of Courtesy.mp3,,,,,,,0
,,Andromeda,Solar Collective,2gSg4P9f2UW8MQNyUHJuUh,23,western_focus,75,23_75,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\86. Andromeda.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\86. Andromeda.mp3,,,,,,,,,Ride It - Jonas Blue Remix,Regard;Jonas Blue,2ONRkpOJ6X91GMXMthtT0M,19.0,western_dj,69.0,19_69,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\62. Ride It - Jonas Blue Remix.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\62. Ride It - Jonas Blue Remix.mp3",,,,,,,0
,,Evening Mist,Soothing Oasis,412S8au6oUosw7iz63piYG,28,western_sleep,37,28_37,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\37. Evening Mist.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\37. Evening Mist.mp3,,,,,,,,,Main Tera Boyfriend,Arijit Singh;Neha Kakkar;Meet Bros.;Sourav Roy;Sohrabuddin;Kumaar;Jitendra Raghuvanshi,3InIAYQyi22mfV4g1T9Jkc,20.0,western_dj,72.0,20_72,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\72. Main Tera Boyfriend.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\72. Main Tera Boyfriend.mp3,,,,,,,0
,,Khwaab,Anumita Nadesan,0iEdt7cayQ2XbicDeWFztj,17,western_chill_lyrics,43,17_43,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\43. Khwaab.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\43. Khwaab.mp3,,,,,,,,,aura,ist;SanelliX;SpoonBeats,7GN9IZJ4sKn2yO3QbR5h52,29.0,western_sleep,53.0,29_53,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\53. aura.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\53. aura.mp3,,,,,,,0
,,Only Illusions,Duke Wolverine,4012c458CqXwqUCv4RLlRj,26,western_focus,78,26_78,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\78. Only Illusions.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\78. Only Illusions.mp3,,,,,,,,,Dil Dhadakne Do,Joi Barua;Suraj Jagan,46elU7IBKWf55D5sjHGqO7,9.0,hindi_study,15.0,9_15,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\17. Dil Dhadakne Do.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\17. Dil Dhadakne Do.mp3,,,,,,,0
,,Nashe Si Chadh Gayi,Vishal-Shekhar;Arijit Singh;Caralisa Monteiro;Jaideep Sahni,0biCSADTAblvLTLtJz4pXO,9,hindi_study,47,9_47,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\62. Nashe Si Chadh Gayi.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\62. Nashe Si Chadh Gayi.mp3,,,,,,,,,VIP Nights,404BABY,5tMxQzet31dagBTqiA6hrw,21.0,western_dj,51.0,21_51,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\51. VIP Nights.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\51. VIP Nights.mp3,,,,,,,0
1985.0,spotify:track:32yIEFS62uS5ryhr2Xlooj,Hotel Room Service,Pitbull,32yIEFS62uS5ryhr2Xlooj,21,western_dj,70,21_70,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\70. Hotel Room Service.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\70. Hotel Room Service.mp3,Hotel Room Service,ENGLISH CLUB SONGS,70.0,True,70. Hotel Room Service.mp3,True,1986.0,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,Love Again,Dua Lipa,4rPkN1FMzQyFNP9cLUGIIB,21.0,western_dj,71.0,21_71,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\71. Love Again.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\71. Love Again.mp3,Love Again,ENGLISH CLUB SONGS,71.0,True,71. Love Again.mp3,True,1
1628.0,spotify:track:0pKrBsBo4Bz5M8GhWy19pr,Scream And Shout,BALD;Audiosonik,0pKrBsBo4Bz5M8GhWy19pr,19,western_dj,28,19_28,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\27. Scream And Shout.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\27. Scream And Shout.mp3",Scream And Shout,"DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats",27.0,False,27. Scream And Shout.mp3,True,1629.0,spotify:track:20McUFi8KCIVdNDLrkTDuZ,Goosebumps,HVME,20McUFi8KCIVdNDLrkTDuZ,19.0,western_dj,29.0,19_29,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\25. Goosebumps.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\25. Goosebumps.mp3",Goosebumps,"DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats",25.0,False,25. Goosebumps.mp3,True,1
,,Rolling On,Ryan Harris,5QZHOS6ipp8liMXtvzIscD,15,western_chill_lyrics,38,15_38,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\82. Rolling On.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\82. Rolling On.mp3,,,,,,,,,Rangisari Lofi Mix,Kanishk Seth;Kavita Seth;Kedrock;Sd Style,2R3CJquLzefg8IYp0K0hnB,8.0,hindi_study,58.0,8_58,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\57. Rangisari Lofi Mix.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\57. Rangisari Lofi Mix.mp3,,,,,,,0
,,Masterpiece - solo,Big Thief,4ROHGNbd9HjDclib6xvS5N,15,western_chill_lyrics,4,15_4,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\4. Masterpiece - (solo).mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\4. Masterpiece - (solo).mp3,,,,,,,,,This Little Life,Yanson,1uBb2nYiZAbH0xHxvkgAg8,22.0,western_focus,79.0,22_79,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\84. This Little Life.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\84. This Little Life.mp3",,,,,,,0
,,Kabhi Jo Baadal Barse,Arijit Singh;Shaarib Toshi;Turaz;Azeem Shirazi,3MVPReTwLNOBFb6KjiIRNM,9,hindi_study,41,9_41,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\54. Kabhi Jo Baadal Barse.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\54. Kabhi Jo Baadal Barse.mp3,,,,,,,,,New Light,Dalby,5XaDdPqb8MTApJ5kqReqgg,26.0,western_focus,24.0,26_24,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\24. New Light.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\24. New Light.mp3,,,,,,,0
,,Soft Breeze,Änge,3eJOUAHNk36uNoj6CkdMzD,23,western_focus,36,23_36,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\39. Soft Breeze.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\39. Soft Breeze.mp3,,,,,,,,,Goosebumps - Remix,Travis Scott;HVME,5uEYRdEIh9Bo4fpjDd4Na9,21.0,western_dj,21.0,21_21,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\21. Goosebumps - Remix.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\21. Goosebumps - Remix.mp3,,,,,,,0
,,"Bullet Song (From ""The Warriorr "")(Tamil)",Devi Sri Prasad;Silambarasan TR;Haripriya;Viveka,78g1KU3zvKQLS5emtG9Xiu,20,western_dj,46,20_46,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\46. Bullet Song (From _The Warriorr _)(Tamil).mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\46. Bullet Song (From _The Warriorr _)(Tamil).mp3,,,,,,,,,Raataan Lambiyan - Lofi Flip,VIBIE;Jubin Nautiyal;Asees Kaur;Tanishk Bagchi;Bollywood Lofi,47GoImoZiTI32p1t4H4b7h,8.0,hindi_study,41.0,8_41,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\40. Raataan Lambiyan - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\40. Raataan Lambiyan - Lofi Flip.mp3,,,,,,,0
1859.0,spotify:track:3szxldqiYs7nkvtmooRod8,"Oo Antava Oo Oo Antava (From ""Pushpa - The Rise"")(Telugu)",Devi Sri Prasad;Indravathi Chauhan;Chandra Bose,3szxldqiYs7nkvtmooRod8,20,western_dj,44,20_44,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\44. Oo Antava Oo Oo Antava (From _Pushpa - The Rise_)(Telugu).mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\44. Oo Antava Oo Oo Antava (From _Pushpa - The Rise_)(Telugu).mp3,Oo Antava Oo Oo Antava (From _Pushpa - The Rise_)(Telugu),DJ Songs,44.0,True,44. Oo Antava Oo Oo Antava (From _Pushpa - The Rise_)(Telugu).mp3,True,1860.0,spotify:track:5VayHAvzwBx4i87c1twFjS,Seeti Maar,Jaspreet Jasz;Rita Thyagarajan,5VayHAvzwBx4i87c1twFjS,20.0,western_dj,45.0,20_45,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\45. Seeti Maar.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\45. Seeti Maar.mp3,Seeti Maar,DJ Songs,45.0,True,45. Seeti Maar.mp3,True,1
,,no more us,Edvard Kravchuk,0e5tO8LgQanNk9NZsM4ebT,22,western_focus,7,22_7,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\7. no more us.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\7. no more us.mp3",,,,,,,,,Raataan Lambiyan - Lofi Flip,Bhumik Raj;Jubin Nautiyal;Asees Kaur;Tanishk Bagchi,4sYhlBegTN5xUeWLIiUctQ,27.0,western_sleep,87.0,27_87,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\87. Raataan Lambiyan - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\87. Raataan Lambiyan - Lofi Flip.mp3,,,,,,,0
