audio_path,audio_relative_path,region,category,downloaded_playlist_name,downloaded_position,downloaded_title,filename
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\81. ..THUS IS WHY ( I DON’T SPRING 4 LOVE ).mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\81. ..THUS IS WHY ( I DON’T SPRING 4 LOVE ).mp3,western,chill_lyrics,Indie Chillout,81,..THUS IS WHY ( I DON’T SPRING 4 LOVE ),81. ..THUS IS WHY ( I DON’T SPRING 4 LOVE ).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\82. Are You Looking Up.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\82. Are You Looking Up.mp3,western,chill_lyrics,Indie Chillout,82,Are You Looking Up,82. Are You Looking Up.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\83. Alone At Last.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\83. Alone At Last.mp3,western,chill_lyrics,Indie Chillout,83,Alone At Last,83. Alone At Last.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\84. I.L.T.S..mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\84. I.L.T.S..mp3,western,chill_lyrics,Indie Chillout,84,I.L.T.S.,84. I.L.T.S..mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\85. Second Sleep.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\85. Second Sleep.mp3,western,chill_lyrics,Indie Chillout,85,Second Sleep,85. Second Sleep.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\86. 蓋なしの彼.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\86. 蓋なしの彼.mp3,western,chill_lyrics,Indie Chillout,86,蓋なしの彼,86. 蓋なしの彼.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\87. Earthstar.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\87. Earthstar.mp3,western,chill_lyrics,Indie Chillout,87,Earthstar,87. Earthstar.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\88. Separator.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\88. Separator.mp3,western,chill_lyrics,Indie Chillout,88,Separator,88. Separator.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\89. Memory Be a Blade.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\89. Memory Be a Blade.mp3,western,chill_lyrics,Indie Chillout,89,Memory Be a Blade,89. Memory Be a Blade.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\90. Anticipate.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\90. Anticipate.mp3,western,chill_lyrics,Indie Chillout,90,Anticipate,90. Anticipate.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\91. Delusional.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\91. Delusional.mp3,western,chill_lyrics,Indie Chillout,91,Delusional,91. Delusional.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\92. Besties.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\92. Besties.mp3,western,chill_lyrics,Indie Chillout,92,Besties,92. Besties.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\93. Doc Whiler.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\93. Doc Whiler.mp3,western,chill_lyrics,Indie Chillout,93,Doc Whiler,93. Doc Whiler.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\94. Pale Blue Eyes.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\94. Pale Blue Eyes.mp3,western,chill_lyrics,Indie Chillout,94,Pale Blue Eyes,94. Pale Blue Eyes.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\95. Afterlife.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\95. Afterlife.mp3,western,chill_lyrics,Indie Chillout,95,Afterlife,95. Afterlife.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\96. Just A Western - Boy Harsher Remix.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\96. Just A Western - Boy Harsher Remix.mp3,western,chill_lyrics,Indie Chillout,96,Just A Western - Boy Harsher Remix,96. Just A Western - Boy Harsher Remix.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\97. Petals.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\97. Petals.mp3,western,chill_lyrics,Indie Chillout,97,Petals,97. Petals.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\98. Caroline.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\98. Caroline.mp3,western,chill_lyrics,Indie Chillout,98,Caroline,98. Caroline.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\99. Come Over And Love Me.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\99. Come Over And Love Me.mp3,western,chill_lyrics,Indie Chillout,99,Come Over And Love Me,99. Come Over And Love Me.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\100. I Won't Go.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\100. I Won't Go.mp3,western,chill_lyrics,Indie Chillout,100,I Won't Go,100. I Won't Go.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\1. TV.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\1. TV.mp3,western,chill_lyrics,acoustic chill,1,TV,1. TV.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\2. Glue Song.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\2. Glue Song.mp3,western,chill_lyrics,acoustic chill,2,Glue Song,2. Glue Song.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\3. Beyond.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\3. Beyond.mp3,western,chill_lyrics,acoustic chill,3,Beyond,3. Beyond.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\4. Masterpiece - (solo).mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\4. Masterpiece - (solo).mp3,western,chill_lyrics,acoustic chill,4,Masterpiece - (solo),4. Masterpiece - (solo).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\5. Big Black Car.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\5. Big Black Car.mp3,western,chill_lyrics,acoustic chill,5,Big Black Car,5. Big Black Car.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\6. Sugar Water.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\6. Sugar Water.mp3,western,chill_lyrics,acoustic chill,6,Sugar Water,6. Sugar Water.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\7. Love & Hate.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\7. Love & Hate.mp3,western,chill_lyrics,acoustic chill,7,Love & Hate,7. Love & Hate.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\8. Let Her Go (feat. Ed Sheeran) - Anniversary Edition.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\8. Let Her Go (feat. Ed Sheeran) - Anniversary Edition.mp3,western,chill_lyrics,acoustic chill,8,Let Her Go (feat. Ed Sheeran) - Anniversary Edition,8. Let Her Go (feat. Ed Sheeran) - Anniversary Edition.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\9. All the Pretty Girls.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\9. All the Pretty Girls.mp3,western,chill_lyrics,acoustic chill,9,All the Pretty Girls,9. All the Pretty Girls.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\10. More To This.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\10. More To This.mp3,western,chill_lyrics,acoustic chill,10,More To This,10. More To This.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\11. Snowbank Blues.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\11. Snowbank Blues.mp3,western,chill_lyrics,acoustic chill,11,Snowbank Blues,11. Snowbank Blues.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\12. Alps.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\12. Alps.mp3,western,chill_lyrics,acoustic chill,12,Alps,12. Alps.mp3
"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\13. If You Need To, Keep Time on Me.mp3","data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\13. If You Need To, Keep Time on Me.mp3",western,chill_lyrics,acoustic chill,13,"If You Need To, Keep Time on Me","13. If You Need To, Keep Time on Me.mp3"
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\14. If We Were Vampires.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\14. If We Were Vampires.mp3,western,chill_lyrics,acoustic chill,14,If We Were Vampires,14. If We Were Vampires.mp3
"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\15. Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny.mp3","data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\15. Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny.mp3",western,chill_lyrics,acoustic chill,15,"Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny","15. Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny.mp3"
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\16. Breakers Roar.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\16. Breakers Roar.mp3,western,chill_lyrics,acoustic chill,16,Breakers Roar,16. Breakers Roar.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\17. Resin.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\17. Resin.mp3,western,chill_lyrics,acoustic chill,17,Resin,17. Resin.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\18. All My Days.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\18. All My Days.mp3,western,chill_lyrics,acoustic chill,18,All My Days,18. All My Days.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\19. She Burns.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\19. She Burns.mp3,western,chill_lyrics,acoustic chill,19,She Burns,19. She Burns.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\20. Stolen Seasons.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\20. Stolen Seasons.mp3,western,chill_lyrics,acoustic chill,20,Stolen Seasons,20. Stolen Seasons.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\21. Revolution 0.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\21. Revolution 0.mp3,western,chill_lyrics,acoustic chill,21,Revolution 0,21. Revolution 0.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\22. I Am California.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\22. I Am California.mp3,western,chill_lyrics,acoustic chill,22,I Am California,22. I Am California.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\23. Slow Dancing in a Burning Room - Acoustic.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\23. Slow Dancing in a Burning Room - Acoustic.mp3,western,chill_lyrics,acoustic chill,23,Slow Dancing in a Burning Room - Acoustic,23. Slow Dancing in a Burning Room - Acoustic.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\24. Forever Young - From NBC's Parenthood.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\24. Forever Young - From NBC's Parenthood.mp3,western,chill_lyrics,acoustic chill,24,Forever Young - From NBC's Parenthood,24. Forever Young - From NBC's Parenthood.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\25. The Breach.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\25. The Breach.mp3,western,chill_lyrics,acoustic chill,25,The Breach,25. The Breach.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\26. Spirit Cold.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\26. Spirit Cold.mp3,western,chill_lyrics,acoustic chill,26,Spirit Cold,26. Spirit Cold.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\27. Something In The Orange - Live From Spotify Studios.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\27. Something In The Orange - Live From Spotify Studios.mp3,western,chill_lyrics,acoustic chill,27,Something In The Orange - Live From Spotify Studios,27. Something In The Orange - Live From Spotify Studios.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\28. My Arms Were Always Around You.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\28. My Arms Were Always Around You.mp3,western,chill_lyrics,acoustic chill,28,My Arms Were Always Around You,28. My Arms Were Always Around You.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\29. With You.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\29. With You.mp3,western,chill_lyrics,acoustic chill,29,With You,29. With You.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\30. Delicate.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\30. Delicate.mp3,western,chill_lyrics,acoustic chill,30,Delicate,30. Delicate.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\31. America.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\31. America.mp3,western,chill_lyrics,acoustic chill,31,America,31. America.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\32. Such A Simple Thing - Recorded at Sound Stage Studios Nashville.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\32. Such A Simple Thing - Recorded at Sound Stage Studios Nashville.mp3,western,chill_lyrics,acoustic chill,32,Such A Simple Thing - Recorded at Sound Stage Studios Nashville,32. Such A Simple Thing - Recorded at Sound Stage Studios Nashville.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\33. Shrike.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\33. Shrike.mp3,western,chill_lyrics,acoustic chill,33,Shrike,33. Shrike.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\34. Morning.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\34. Morning.mp3,western,chill_lyrics,acoustic chill,34,Morning,34. Morning.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\35. System.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\35. System.mp3,western,chill_lyrics,acoustic chill,35,System,35. System.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\36. Horse to Water.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\36. Horse to Water.mp3,western,chill_lyrics,acoustic chill,36,Horse to Water,36. Horse to Water.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\37. On The Road Again.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\37. On The Road Again.mp3,western,chill_lyrics,acoustic chill,37,On The Road Again,37. On The Road Again.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\38. Atlantis.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\38. Atlantis.mp3,western,chill_lyrics,acoustic chill,38,Atlantis,38. Atlantis.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\39. Doomsday.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\39. Doomsday.mp3,western,chill_lyrics,acoustic chill,39,Doomsday,39. Doomsday.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\40. Tres Hermanos.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\40. Tres Hermanos.mp3,western,chill_lyrics,acoustic chill,40,Tres Hermanos,40. Tres Hermanos.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\41. After Rain.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\41. After Rain.mp3,western,chill_lyrics,acoustic chill,41,After Rain,41. After Rain.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\42. When Doves Cry - Recorded At Spotify Studios NYC.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\42. When Doves Cry - Recorded At Spotify Studios NYC.mp3,western,chill_lyrics,acoustic chill,42,When Doves Cry - Recorded At Spotify Studios NYC,42. When Doves Cry - Recorded At Spotify Studios NYC.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\43. Old Friend.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\43. Old Friend.mp3,western,chill_lyrics,acoustic chill,43,Old Friend,43. Old Friend.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\44. I Know You Know Me (With Matt Berninger).mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\44. I Know You Know Me (With Matt Berninger).mp3,western,chill_lyrics,acoustic chill,44,I Know You Know Me (With Matt Berninger),44. I Know You Know Me (With Matt Berninger).mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\45. Where You Are - Acoustic.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\45. Where You Are - Acoustic.mp3,western,chill_lyrics,acoustic chill,45,Where You Are - Acoustic,45. Where You Are - Acoustic.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\46. An Alien In Minneapolis - Edit.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\46. An Alien In Minneapolis - Edit.mp3,western,chill_lyrics,acoustic chill,46,An Alien In Minneapolis - Edit,46. An Alien In Minneapolis - Edit.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\47. Build Me Up From Bones.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\47. Build Me Up From Bones.mp3,western,chill_lyrics,acoustic chill,47,Build Me Up From Bones,47. Build Me Up From Bones.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\48. Featherweight.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\48. Featherweight.mp3,western,chill_lyrics,acoustic chill,48,Featherweight,48. Featherweight.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\49. never gonna break your heart.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\49. never gonna break your heart.mp3,western,chill_lyrics,acoustic chill,49,never gonna break your heart,49. never gonna break your heart.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\50. Feel Alive Again.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\50. Feel Alive Again.mp3,western,chill_lyrics,acoustic chill,50,Feel Alive Again,50. Feel Alive Again.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\51. The Meetings of the Waters.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\51. The Meetings of the Waters.mp3,western,chill_lyrics,acoustic chill,51,The Meetings of the Waters,51. The Meetings of the Waters.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\52. In His Arms.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\52. In His Arms.mp3,western,chill_lyrics,acoustic chill,52,In His Arms,52. In His Arms.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\53. Dream in Blue.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\53. Dream in Blue.mp3,western,chill_lyrics,acoustic chill,53,Dream in Blue,53. Dream in Blue.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\54. Fly - Acoustic.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\54. Fly - Acoustic.mp3,western,chill_lyrics,acoustic chill,54,Fly - Acoustic,54. Fly - Acoustic.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\55. Emmylou - Spotify Sessions.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\55. Emmylou - Spotify Sessions.mp3,western,chill_lyrics,acoustic chill,55,Emmylou - Spotify Sessions,55. Emmylou - Spotify Sessions.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\56. Weatherman.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\56. Weatherman.mp3,western,chill_lyrics,acoustic chill,56,Weatherman,56. Weatherman.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\57. If I Didn’t Love You.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\57. If I Didn’t Love You.mp3,western,chill_lyrics,acoustic chill,57,If I Didn’t Love You,57. If I Didn’t Love You.mp3
C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\58. Shiver.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\58. Shiver.mp3,western,chill_lyrics,acoustic chill,58,Shiver,58. Shiver.mp3
